Word scores
    766. beard (score=0.1326)
    767. stead (score=0.1322)
    768. hyper (score=0.1322)
    769. swart (score=0.1322)
    770. fable (score=0.1321)
    771. stand (score=0.1321)
    772. faery (score=0.1321)
    773. other (score=0.1320)
    774. facie (score=0.1320)
    775. halve (score=0.1320)
    776. ready (score=0.1319)
    777. mouse (score=0.1319)
    778. swive (score=0.1319)
    779. admen (score=0.1319)
    780. bathe (score=0.1317)
    781. value (score=0.1317)
    782. meany (score=0.1315)
    783. copse (score=0.1315)
    784. inker (score=0.1314)
    785. boast (score=0.1314)
    786. rainy (score=0.1313)
    787. infer (score=0.1312)
    788. heart (score=0.1312)
    789. oncet (score=0.1311)
    790. setup (score=0.1311)
    791. staid (score=0.1311)
    792. tansy (score=0.1310)
    793. carny (score=0.1308)
    794. scald (score=0.1306)
    795. yeast (score=0.1306)
    796. sward (score=0.1306)
    797. scant (score=0.1306)
    798. axmen (score=0.1306)
    799. early (score=0.1305)
    800. house (score=0.1305)
    801. cadge (score=0.1305)
    802. weary (score=0.1304)
    803. force (score=0.1304)
    804. ouzel (score=0.1301)
    805. snarl (score=0.1300)
    806. meant (score=0.1300)
    807. leash (score=0.1298)
    808. dairy (score=0.1297)
    809. sweat (score=0.1297)
    810. ashen (score=0.1296)
    811. heard (score=0.1296)
    812. shady (score=0.1293)
    813. rinse (score=0.1293)
    814. stray (score=0.1293)
    815. slang (score=0.1292)
    816. style (score=0.1291)
    817. react (score=0.1290)
    818. ocher (score=0.1289)
    819. pasty (score=0.1288)
    820. learn (score=0.1288)
    821. pearl (score=0.1287)
    822. daily (score=0.1287)
    823. blare (score=0.1287)
    824. boule (score=0.1286)
    825. solum (score=0.1283)
    826. tardy (score=0.1282)
    827. prose (score=0.1282)
    828. silky (score=0.1281)
    829. forge (score=0.1280)
    830. laird (score=0.1280)
    831. unmet (score=0.1280)
    832. drape (score=0.1279)
    833. sherd (score=0.1279)
    834. plane (score=0.1277)
    835. shoat (score=0.1276)
    836. prise (score=0.1276)
    837. warty (score=0.1276)
    838. ftped (score=0.1275)
    839. unsew (score=0.1275)
    840. death (score=0.1274)
    841. toady (score=0.1273)
    842. unsex (score=0.1272)
    843. resay (score=0.1272)
    844. sixty (score=0.1271)
    845. badge (score=0.1270)
    846. slept (score=0.1270)
    847. spray (score=0.1270)
    848. umber (score=0.1270)
    849. chase (score=0.1269)
    850. dolce (score=0.1269)
    851. roble (score=0.1269)
    852. brace (score=0.1268)
    853. usher (score=0.1268)
    854. drake (score=0.1268)
    855. mauve (score=0.1267)
    856. steal (score=0.1267)
    857. poesy (score=0.1267)
    858. palsy (score=0.1266)
    859. dowse (score=0.1265)
    860. snail (score=0.1263)
    861. shaky (score=0.1263)
    862. weald (score=0.1263)
    863. beady (score=0.1261)
    864. leaky (score=0.1261)
    865. youse (score=0.1260)
    866. snaky (score=0.1260)
    867. hoary (score=0.1260)
    868. board (score=0.1259)
    869. paint (score=0.1257)
    870. leapt (score=0.1256)
    871. sprat (score=0.1254)
    872. glare (score=0.1254)
    873. waist (score=0.1252)
    874. brake (score=0.1252)
    875. phase (score=0.1252)
    876. canst (score=0.1251)
    877. hairy (score=0.1251)
    878. crave (score=0.1251)
    879. doest (score=0.1250)
