Word scores
    772. glade (score=0.1608)
    773. amine (score=0.1607)
    774. beard (score=0.1606)
    775. ftped (score=0.1606)
    776. anise (score=0.1604)
    777. house (score=0.1604)
    778. olden (score=0.1603)
    779. coupe (score=0.1602)
    780. rouge (score=0.1602)
    781. ousel (score=0.1602)
    782. novae (score=0.1601)
    783. clone (score=0.1601)
    784. rinse (score=0.1601)
    785. vitae (score=0.1600)
    786. grime (score=0.1600)
    787. quire (score=0.1599)
    788. curse (score=0.1599)
    789. carny (score=0.1598)
    790. stole (score=0.1598)
    791. wrote (score=0.1597)
    792. dirge (score=0.1597)
    793. deary (score=0.1597)
    794. dolce (score=0.1597)
    795. copse (score=0.1596)
    796. heart (score=0.1596)
    797. smote (score=0.1596)
    798. gripe (score=0.1596)
    799. soapy (score=0.1595)
    800. shute (score=0.1595)
    801. usher (score=0.1593)
    802. leant (score=0.1592)
    803. bogie (score=0.1591)
    804. flame (score=0.1588)
    805. inked (score=0.1588)
    806. anile (score=0.1588)
    807. hairy (score=0.1587)
    808. vague (score=0.1586)
    809. board (score=0.1585)
    810. aisle (score=0.1585)
    811. alike (score=0.1585)
    812. salty (score=0.1584)
    813. unwed (score=0.1584)
    814. heard (score=0.1583)
    815. aspen (score=0.1582)
    816. doxie (score=0.1582)
    817. chafe (score=0.1582)
    818. azine (score=0.1582)
    819. cairn (score=0.1582)
    820. spike (score=0.1582)
    821. sprue (score=0.1582)
    822. blaze (score=0.1580)
    823. flake (score=0.1580)
    824. truce (score=0.1579)
    825. fairy (score=0.1578)
    826. maybe (score=0.1577)
    827. admen (score=0.1577)
    828. unfed (score=0.1575)
    829. chore (score=0.1573)
    830. bowie (score=0.1573)
    831. faint (score=0.1572)
    832. brute (score=0.1570)
    833. whale (score=0.1570)
    834. phage (score=0.1566)
    835. axmen (score=0.1565)
    836. slant (score=0.1563)
    837. trove (score=0.1562)
    838. hoard (score=0.1561)
    839. hyped (score=0.1561)
    840. alive (score=0.1561)
    841. satyr (score=0.1558)
    842. swipe (score=0.1557)
    843. movie (score=0.1556)
    844. glaze (score=0.1556)
    845. roble (score=0.1555)
    846. atone (score=0.1553)
    847. meant (score=0.1553)
    848. purse (score=0.1551)
    849. youse (score=0.1550)
    850. coast (score=0.1546)
    851. ashen (score=0.1546)
    852. adore (score=0.1546)
    853. satin (score=0.1545)
    854. moxie (score=0.1545)
    855. ovate (score=0.1545)
    856. roast (score=0.1544)
    857. umped (score=0.1544)
    858. stair (score=0.1541)
    859. saucy (score=0.1540)
    860. savor (score=0.1538)
    861. laity (score=0.1538)
    862. livre (score=0.1538)
    863. afore (score=0.1534)
    864. guise (score=0.1534)
    865. twine (score=0.1534)
    866. clime (score=0.1532)
    867. chile (score=0.1532)
    868. react (score=0.1531)
    869. quake (score=0.1530)
    870. crude (score=0.1530)
    871. swive (score=0.1529)
    872. cutie (score=0.1528)
    873. hoary (score=0.1528)
    874. close (score=0.1526)
    875. gyved (score=0.1526)
    876. joule (score=0.1525)
    877. imbed (score=0.1524)
    878. sitar (score=0.1522)
    879. weary (score=0.1522)
    880. shard (score=0.1522)
    881. guile (score=0.1518)
    882. prove (score=0.1517)
    883. least (score=0.1517)
    884. probe (score=0.1516)
    885. dowse (score=0.1513)
    886. shove (score=0.1513)
    887. drove (score=0.1513)
    888. broke (score=0.1512)
    889. rogue (score=0.1510)
    890. julep (score=0.1510)
    891. ouzel (score=0.1509)
    892. stoke (score=0.1508)
    893. biome (score=0.1508)
    894. daisy (score=0.1506)
    895. party (score=0.1506)
    896. meany (score=0.1506)
    897. bairn (score=0.1506)
    898. ligne (score=0.1506)
    899. often (score=0.1504)
    900. peaty (score=0.1503)
    901. faery (score=0.1502)
    902. tinge (score=0.1502)
    903. quite (score=0.1501)
    904. dealt (score=0.1499)
    905. whine (score=0.1496)
    906. agile (score=0.1494)
